t 	x 	v
25.4500	-0.1215	0.0524
25.4600	-0.1210	0.0536
25.4700	-0.1204	0.0548
25.4800	-0.1199	0.0559
25.4900	-0.1193	0.0571
25.5000	-0.1187	0.0583
25.5100	-0.1181	0.0594
25.5200	-0.1175	0.0606
25.5300	-0.1169	0.0617
25.5400	-0.1163	0.0629
25.5500	-0.1157	0.0640
25.5600	-0.1150	0.0651
25.5700	-0.1144	0.0662
25.5800	-0.1137	0.0673
25.5900	-0.1130	0.0684
25.6000	-0.1123	0.0695
25.6100	-0.1116	0.0706
25.6200	-0.1109	0.0717
25.6300	-0.1102	0.0727
25.6400	-0.1095	0.0738
25.6500	-0.1087	0.0749
25.6600	-0.1080	0.0759
25.6700	-0.1072	0.0769
25.6800	-0.1064	0.0779
25.6900	-0.1056	0.0790
25.7000	-0.1049	0.0800
25.7100	-0.1040	0.0810
25.7200	-0.1032	0.0820
25.7300	-0.1024	0.0829
25.7400	-0.1016	0.0839
25.7500	-0.1007	0.0849
25.7600	-0.0999	0.0858
25.7700	-0.0990	0.0867
25.7800	-0.0981	0.0877
25.7900	-0.0973	0.0886
25.8000	-0.0964	0.0895
25.8100	-0.0955	0.0904
25.8200	-0.0946	0.0913
25.8300	-0.0936	0.0922
25.8400	-0.0927	0.0930
25.8500	-0.0918	0.0939
25.8600	-0.0908	0.0947
25.8700	-0.0899	0.0956
25.8800	-0.0889	0.0964
25.8900	-0.0880	0.0972
25.9000	-0.0870	0.0980
25.9100	-0.0860	0.0988
25.9200	-0.0850	0.0996
25.9300	-0.0840	0.1004
25.9400	-0.0830	0.1011
25.9500	-0.0820	0.1019
25.9600	-0.0810	0.1026
25.9700	-0.0799	0.1033
25.9800	-0.0789	0.1040
25.9900	-0.0779	0.1047
26.0000	-0.0768	0.1054
26.0100	-0.0757	0.1061
26.0200	-0.0747	0.1068
26.0300	-0.0736	0.1074
26.0400	-0.0725	0.1081
26.0500	-0.0714	0.1087
26.0600	-0.0704	0.1093
26.0700	-0.0693	0.1099
26.0800	-0.0682	0.1105
26.0900	-0.0671	0.1111
26.1000	-0.0659	0.1117
26.1100	-0.0648	0.1122
26.1200	-0.0637	0.1128
26.1300	-0.0626	0.1133
26.1400	-0.0614	0.1139
26.1500	-0.0603	0.1144
26.1600	-0.0591	0.1149
26.1700	-0.0580	0.1153
26.1800	-0.0568	0.1158
26.1900	-0.0557	0.1163
26.2000	-0.0545	0.1167
26.2100	-0.0533	0.1172
26.2200	-0.0522	0.1176
26.2300	-0.0510	0.1180
26.2400	-0.0498	0.1184
26.2500	-0.0486	0.1188
26.2600	-0.0474	0.1192
26.2700	-0.0462	0.1195
26.2800	-0.0450	0.1199
26.2900	-0.0438	0.1202
26.3000	-0.0426	0.1205
26.3100	-0.0414	0.1208
26.3200	-0.0402	0.1211
26.3300	-0.0390	0.1214
26.3400	-0.0378	0.1217
26.3500	-0.0366	0.1220
26.3600	-0.0353	0.1222
26.3700	-0.0341	0.1224
26.3800	-0.0329	0.1227
26.3900	-0.0317	0.1229
26.4000	-0.0304	0.1231
26.4100	-0.0292	0.1233
26.4200	-0.0280	0.1234
26.4300	-0.0267	0.1236
26.4400	-0.0255	0.1237
26.4500	-0.0243	0.1239
26.4600	-0.0230	0.1240
26.4700	-0.0218	0.1241
26.4800	-0.0205	0.1242
26.4900	-0.0193	0.1243
26.5000	-0.0181	0.1244
26.5100	-0.0168	0.1244
26.5200	-0.0156	0.1245
26.5300	-0.0143	0.1245
26.5400	-0.0131	0.1245
26.5500	-0.0118	0.1245
26.5600	-0.0106	0.1245
26.5700	-0.0093	0.1245
26.5800	-0.0081	0.1245
26.5900	-0.0069	0.1244
26.6000	-0.0056	0.1244
26.6100	-0.0044	0.1243
26.6200	-0.0031	0.1242
26.6300	-0.0019	0.1241
26.6400	-0.0006	0.1240
26.6500	0.0006	0.1239
26.6600	0.0018	0.1238
26.6700	0.0031	0.1237
26.6800	0.0043	0.1235
26.6900	0.0055	0.1233
26.7000	0.0068	0.1232
26.7100	0.0080	0.1230
26.7200	0.0092	0.1228
26.7300	0.0105	0.1226
26.7400	0.0117	0.1223
26.7500	0.0129	0.1221
26.7600	0.0141	0.1219
26.7700	0.0153	0.1216
26.7800	0.0166	0.1213
26.7900	0.0178	0.1211
26.8000	0.0190	0.1208
26.8100	0.0202	0.1205
26.8200	0.0214	0.1201
26.8300	0.0226	0.1198
26.8400	0.0238	0.1195
26.8500	0.0250	0.1191
26.8600	0.0262	0.1188
26.8700	0.0274	0.1184
26.8800	0.0285	0.1180
26.8900	0.0297	0.1176
26.9000	0.0309	0.1172
26.9100	0.0321	0.1168
26.9200	0.0332	0.1164
26.9300	0.0344	0.1159
26.9400	0.0355	0.1155
26.9500	0.0367	0.1150
26.9600	0.0378	0.1145
26.9700	0.0390	0.1140
26.9800	0.0401	0.1136
26.9900	0.0413	0.1131
27.0000	0.0424	0.1125
27.0100	0.0435	0.1120
27.0200	0.0446	0.1115
27.0300	0.0457	0.1109
27.0400	0.0468	0.1104
27.0500	0.0479	0.1098
27.0600	0.0490	0.1092
27.0700	0.0501	0.1087
27.0800	0.0512	0.1081
27.0900	0.0523	0.1075
27.1000	0.0534	0.1068
27.1100	0.0544	0.1062
27.1200	0.0555	0.1056
27.1300	0.0565	0.1049
27.1400	0.0576	0.1043
27.1500	0.0586	0.1036
27.1600	0.0597	0.1030
27.1700	0.0607	0.1023
27.1800	0.0617	0.1016
27.1900	0.0627	0.1009
27.2000	0.0637	0.1002
27.2100	0.0647	0.0995
27.2200	0.0657	0.0987
27.2300	0.0667	0.0980
27.2400	0.0677	0.0973
27.2500	0.0686	0.0965
27.2600	0.0696	0.0957
27.2700	0.0706	0.0950
27.2800	0.0715	0.0942
27.2900	0.0724	0.0934
27.3000	0.0734	0.0926
27.3100	0.0743	0.0918
27.3200	0.0752	0.0910
27.3300	0.0761	0.0902
27.3400	0.0770	0.0894
27.3500	0.0779	0.0885
27.3600	0.0788	0.0877
27.3700	0.0797	0.0868
27.3800	0.0805	0.0860
27.3900	0.0814	0.0851
27.4000	0.0822	0.0842
27.4100	0.0831	0.0834
27.4200	0.0839	0.0825
27.4300	0.0847	0.0816
27.4400	0.0855	0.0807
27.4500	0.0863	0.0798
27.4600	0.0871	0.0789
27.4700	0.0879	0.0779
27.4800	0.0887	0.0770
27.4900	0.0894	0.0761
27.5000	0.0902	0.0751
27.5100	0.0909	0.0742
27.5200	0.0917	0.0732
27.5300	0.0924	0.0723
27.5400	0.0931	0.0713
27.5500	0.0938	0.0703
27.5600	0.0945	0.0694
27.5700	0.0952	0.0684
27.5800	0.0959	0.0674
27.5900	0.0966	0.0664
27.6000	0.0972	0.0654
27.6100	0.0979	0.0644
27.6200	0.0985	0.0634
27.6300	0.0991	0.0624
27.6400	0.0998	0.0613
27.6500	0.1004	0.0603
27.6600	0.1010	0.0593
27.6700	0.1016	0.0582
27.6800	0.1021	0.0572
27.6900	0.1027	0.0561
27.7000	0.1033	0.0551
27.7100	0.1038	0.0540
27.7200	0.1043	0.0530
27.7300	0.1049	0.0519
27.7400	0.1054	0.0508
27.7500	0.1059	0.0497
27.7600	0.1064	0.0487
27.7700	0.1068	0.0476
27.7800	0.1073	0.0465
27.7900	0.1078	0.0454
27.8000	0.1082	0.0443
27.8100	0.1087	0.0432
27.8200	0.1091	0.0421
27.8300	0.1095	0.0410
27.8400	0.1099	0.0399
27.8500	0.1103	0.0388
27.8600	0.1107	0.0377
27.8700	0.1111	0.0365
27.8800	0.1114	0.0354
27.8900	0.1118	0.0343
27.9000	0.1121	0.0332
27.9100	0.1124	0.0320
27.9200	0.1127	0.0309
27.9300	0.1130	0.0298
27.9400	0.1133	0.0286
27.9500	0.1136	0.0275
27.9600	0.1139	0.0264
27.9700	0.1141	0.0252
27.9800	0.1144	0.0241
27.9900	0.1146	0.0229
28.0000	0.1149	0.0218
28.0100	0.1151	0.0206
28.0200	0.1153	0.0195
28.0300	0.1155	0.0183
28.0400	0.1156	0.0171
28.0500	0.1158	0.0160
28.0600	0.1159	0.0148
28.0700	0.1161	0.0137
28.0800	0.1162	0.0125
28.0900	0.1163	0.0113
28.1000	0.1164	0.0102
28.1100	0.1165	0.0090
28.1200	0.1166	0.0078
28.1300	0.1167	0.0067
28.1400	0.1168	0.0055
28.1500	0.1168	0.0043
28.1600	0.1168	0.0032
28.1700	0.1169	0.0020
28.1800	0.1169	0.0008
28.1900	0.1169	-0.0003
28.2000	0.1169	-0.0015
28.2100	0.1169	-0.0027
28.2200	0.1168	-0.0039
28.2300	0.1168	-0.0050
28.2400	0.1167	-0.0062
28.2500	0.1167	-0.0074
28.2600	0.1166	-0.0085
28.2700	0.1165	-0.0097
28.2800	0.1164	-0.0108
28.2900	0.1163	-0.0120
28.3000	0.1161	-0.0132
28.3100	0.1160	-0.0143
28.3200	0.1159	-0.0155
28.3300	0.1157	-0.0166
28.3400	0.1155	-0.0178
28.3500	0.1153	-0.0189
28.3600	0.1151	-0.0201
28.3700	0.1149	-0.0212
28.3800	0.1147	-0.0224
28.3900	0.1145	-0.0235
28.4000	0.1143	-0.0247
28.4100	0.1140	-0.0258
28.4200	0.1137	-0.0269
28.4300	0.1135	-0.0281
28.4400	0.1132	-0.0292
28.4500	0.1129	-0.0303
28.4600	0.1126	-0.0314
28.4700	0.1122	-0.0326
28.4800	0.1119	-0.0337
28.4900	0.1116	-0.0348
28.5000	0.1112	-0.0359
28.5100	0.1109	-0.0370
28.5200	0.1105	-0.0381
28.5300	0.1101	-0.0392
28.5400	0.1097	-0.0403
28.5500	0.1093	-0.0413
28.5600	0.1089	-0.0424
28.5700	0.1084	-0.0435
28.5800	0.1080	-0.0446
28.5900	0.1075	-0.0456
28.6000	0.1071	-0.0467
28.6100	0.1066	-0.0477
28.6200	0.1061	-0.0488
28.6300	0.1056	-0.0498
28.6400	0.1051	-0.0509
28.6500	0.1046	-0.0519
28.6600	0.1041	-0.0529
28.6700	0.1036	-0.0539
28.6800	0.1030	-0.0549
28.6900	0.1025	-0.0559
28.7000	0.1019	-0.0569
28.7100	0.1013	-0.0579
28.7200	0.1007	-0.0589
28.7300	0.1001	-0.0599
28.7400	0.0995	-0.0609
28.7500	0.0989	-0.0618
28.7600	0.0983	-0.0628
28.7700	0.0977	-0.0637
28.7800	0.0970	-0.0647
28.7900	0.0964	-0.0656
28.8000	0.0957	-0.0665
28.8100	0.0951	-0.0675
28.8200	0.0944	-0.0684
28.8300	0.0937	-0.0693
28.8400	0.0930	-0.0702
28.8500	0.0923	-0.0711
28.8600	0.0916	-0.0719
28.8700	0.0908	-0.0728
28.8800	0.0901	-0.0737
28.8900	0.0894	-0.0745
28.9000	0.0886	-0.0754
28.9100	0.0879	-0.0762
28.9200	0.0871	-0.0771
28.9300	0.0863	-0.0779
28.9400	0.0855	-0.0787
28.9500	0.0847	-0.0795
28.9600	0.0839	-0.0803
28.9700	0.0831	-0.0811
28.9800	0.0823	-0.0819
28.9900	0.0815	-0.0826
29.0000	0.0807	-0.0834
29.0100	0.0798	-0.0841
29.0200	0.0790	-0.0849
29.0300	0.0781	-0.0856
29.0400	0.0773	-0.0863
29.0500	0.0764	-0.0870
29.0600	0.0755	-0.0877
29.0700	0.0747	-0.0884
29.0800	0.0738	-0.0891
29.0900	0.0729	-0.0898
29.1000	0.0720	-0.0905
29.1100	0.0711	-0.0911
29.1200	0.0702	-0.0918
29.1300	0.0692	-0.0924
29.1400	0.0683	-0.0930
29.1500	0.0674	-0.0936
29.1600	0.0664	-0.0942
29.1700	0.0655	-0.0948
29.1800	0.0645	-0.0954
29.1900	0.0636	-0.0960
29.2000	0.0626	-0.0965
29.2100	0.0616	-0.0971
29.2200	0.0607	-0.0976
29.2300	0.0597	-0.0982
29.2400	0.0587	-0.0987
29.2500	0.0577	-0.0992
29.2600	0.0567	-0.0997
29.2700	0.0557	-0.1002
29.2800	0.0547	-0.1006
29.2900	0.0537	-0.1011
29.3000	0.0527	-0.1016
29.3100	0.0517	-0.1020
29.3200	0.0507	-0.1024
29.3300	0.0496	-0.1029
29.3400	0.0486	-0.1033
29.3500	0.0476	-0.1037
29.3600	0.0465	-0.1041
29.3700	0.0455	-0.1044
29.3800	0.0444	-0.1048
29.3900	0.0434	-0.1052
29.4000	0.0423	-0.1055
29.4100	0.0413	-0.1058
29.4200	0.0402	-0.1062
29.4300	0.0392	-0.1065
29.4400	0.0381	-0.1068
29.4500	0.0370	-0.1071
29.4600	0.0359	-0.1074
29.4700	0.0349	-0.1076
29.4800	0.0338	-0.1079
29.4900	0.0327	-0.1081
29.5000	0.0316	-0.1084
29.5100	0.0306	-0.1086
29.5200	0.0295	-0.1088
29.5300	0.0284	-0.1090
29.5400	0.0273	-0.1092
29.5500	0.0262	-0.1094
29.5600	0.0251	-0.1095
29.5700	0.0240	-0.1097
29.5800	0.0229	-0.1098
29.5900	0.0218	-0.1100
29.6000	0.0207	-0.1101
29.6100	0.0196	-0.1102
29.6200	0.0185	-0.1103
29.6300	0.0174	-0.1104
29.6400	0.0163	-0.1105
29.6500	0.0152	-0.1105
29.6600	0.0141	-0.1106
29.6700	0.0130	-0.1106
29.6800	0.0119	-0.1106
29.6900	0.0108	-0.1107
29.7000	0.0097	-0.1107
29.7100	0.0085	-0.1107
29.7200	0.0074	-0.1107
29.7300	0.0063	-0.1106
29.7400	0.0052	-0.1106
29.7500	0.0041	-0.1106
29.7600	0.0030	-0.1105
29.7700	0.0019	-0.1104
29.7800	0.0008	-0.1104
29.7900	-0.0003	-0.1103
29.8000	-0.0014	-0.1102
29.8100	-0.0025	-0.1101
29.8200	-0.0036	-0.1099
29.8300	-0.0047	-0.1098
29.8400	-0.0058	-0.1097
29.8500	-0.0069	-0.1095
29.8600	-0.0080	-0.1094
29.8700	-0.0091	-0.1092
29.8800	-0.0102	-0.1090
29.8900	-0.0113	-0.1088
29.9000	-0.0123	-0.1086
29.9100	-0.0134	-0.1084
29.9200	-0.0145	-0.1081
29.9300	-0.0156	-0.1079
29.9400	-0.0167	-0.1077
29.9500	-0.0177	-0.1074
29.9600	-0.0188	-0.1071
29.9700	-0.0199	-0.1069
29.9800	-0.0210	-0.1066
29.9900	-0.0220	-0.1063
30.0000	-0.0231	-0.1060
30.0100	-0.0241	-0.1056
30.0200	-0.0252	-0.1053
30.0300	-0.0262	-0.1050
30.0400	-0.0273	-0.1046
30.0500	-0.0283	-0.1043
30.0600	-0.0294	-0.1039
30.0700	-0.0304	-0.1035
30.0800	-0.0314	-0.1031
30.0900	-0.0325	-0.1027
30.1000	-0.0335	-0.1023
30.1100	-0.0345	-0.1019
30.1200	-0.0355	-0.1015
30.1300	-0.0366	-0.1010
30.1400	-0.0376	-0.1006
30.1500	-0.0386	-0.1001
30.1600	-0.0396	-0.0997
30.1700	-0.0406	-0.0992
30.1800	-0.0415	-0.0987
30.1900	-0.0425	-0.0982
30.2000	-0.0435	-0.0977
30.2100	-0.0445	-0.0972
30.2200	-0.0455	-0.0967
30.2300	-0.0464	-0.0961
30.2400	-0.0474	-0.0956
30.2500	-0.0483	-0.0951
30.2600	-0.0493	-0.0945
30.2700	-0.0502	-0.0939
30.2800	-0.0512	-0.0934
30.2900	-0.0521	-0.0928
30.3000	-0.0530	-0.0922
30.3100	-0.0539	-0.0916
30.3200	-0.0548	-0.0910
30.3300	-0.0557	-0.0904
30.3400	-0.0567	-0.0898
30.3500	-0.0575	-0.0891
30.3600	-0.0584	-0.0885
30.3700	-0.0593	-0.0878
30.3800	-0.0602	-0.0872
30.3900	-0.0611	-0.0865
30.4000	-0.0619	-0.0858
30.4100	-0.0628	-0.0852
30.4200	-0.0636	-0.0845
30.4300	-0.0645	-0.0838
30.4400	-0.0653	-0.0831
30.4500	-0.0661	-0.0824
30.4600	-0.0669	-0.0817
30.4700	-0.0678	-0.0809
30.4800	-0.0686	-0.0802
30.4900	-0.0694	-0.0795
30.5000	-0.0702	-0.0787
30.5100	-0.0709	-0.0780
30.5200	-0.0717	-0.0772
30.5300	-0.0725	-0.0765
30.5400	-0.0732	-0.0757
30.5500	-0.0740	-0.0749
30.5600	-0.0747	-0.0741
30.5700	-0.0755	-0.0733
30.5800	-0.0762	-0.0725
30.5900	-0.0769	-0.0717
30.6000	-0.0776	-0.0709
30.6100	-0.0783	-0.0701
30.6200	-0.0790	-0.0693
30.6300	-0.0797	-0.0684
30.6400	-0.0804	-0.0676
30.6500	-0.0811	-0.0668
30.6600	-0.0817	-0.0659
30.6700	-0.0824	-0.0651
30.6800	-0.0830	-0.0642
30.6900	-0.0837	-0.0633
30.7000	-0.0843	-0.0625
30.7100	-0.0849	-0.0616
30.7200	-0.0855	-0.0607
30.7300	-0.0862	-0.0598
30.7400	-0.0867	-0.0589
30.7500	-0.0873	-0.0580
30.7600	-0.0879	-0.0571
30.7700	-0.0885	-0.0562
30.7800	-0.0890	-0.0553
30.7900	-0.0896	-0.0544
30.8000	-0.0901	-0.0535
30.8100	-0.0906	-0.0526
30.8200	-0.0912	-0.0516
30.8300	-0.0917	-0.0507
30.8400	-0.0922	-0.0498
30.8500	-0.0927	-0.0488
30.8600	-0.0932	-0.0479
30.8700	-0.0936	-0.0469
30.8800	-0.0941	-0.0460
30.8900	-0.0946	-0.0450
30.9000	-0.0950	-0.0440
30.9100	-0.0954	-0.0431
30.9200	-0.0959	-0.0421
30.9300	-0.0963	-0.0411
30.9400	-0.0967	-0.0402
30.9500	-0.0971	-0.0392
30.9600	-0.0975	-0.0382
30.9700	-0.0978	-0.0372
30.9800	-0.0982	-0.0362
30.9900	-0.0986	-0.0352
31.0000	-0.0989	-0.0342
31.0100	-0.0993	-0.0332
31.0200	-0.0996	-0.0322
31.0300	-0.0999	-0.0312
31.0400	-0.1002	-0.0302
31.0500	-0.1005	-0.0292
31.0600	-0.1008	-0.0282
31.0700	-0.1011	-0.0272
31.0800	-0.1013	-0.0262
31.0900	-0.1016	-0.0251
31.1000	-0.1018	-0.0241
31.1100	-0.1021	-0.0231
31.1200	-0.1023	-0.0221
31.1300	-0.1025	-0.0210
31.1400	-0.1027	-0.0200
31.1500	-0.1029	-0.0190
31.1600	-0.1031	-0.0179
31.1700	-0.1033	-0.0169
31.1800	-0.1034	-0.0159
31.1900	-0.1036	-0.0148
31.2000	-0.1037	-0.0138
31.2100	-0.1039	-0.0128
31.2200	-0.1040	-0.0117
31.2300	-0.1041	-0.0107
31.2400	-0.1042	-0.0096
31.2500	-0.1043	-0.0086
31.2600	-0.1044	-0.0075
31.2700	-0.1044	-0.0065
31.2800	-0.1045	-0.0055
31.2900	-0.1046	-0.0044
31.3000	-0.1046	-0.0034
31.3100	-0.1046	-0.0023
31.3200	-0.1046	-0.0013
31.3300	-0.1046	-0.0002
31.3400	-0.1046	0.0008
31.3500	-0.1046	0.0019
31.3600	-0.1046	0.0029
31.3700	-0.1046	0.0040
31.3800	-0.1045	0.0050
31.3900	-0.1045	0.0060
31.4000	-0.1044	0.0071
31.4100	-0.1043	0.0081
31.4200	-0.1042	0.0092
31.4300	-0.1041	0.0102
31.4400	-0.1040	0.0113
31.4500	-0.1039	0.0123
31.4600	-0.1038	0.0133
31.4700	-0.1037	0.0144
31.4800	-0.1035	0.0154
31.4900	-0.1033	0.0164
31.5000	-0.1032	0.0175
31.5100	-0.1030	0.0185
31.5200	-0.1028	0.0195
31.5300	-0.1026	0.0205
31.5400	-0.1024	0.0216
31.5500	-0.1022	0.0226
31.5600	-0.1019	0.0236
31.5700	-0.1017	0.0246
31.5800	-0.1014	0.0256
31.5900	-0.1012	0.0266
31.6000	-0.1009	0.0276
31.6100	-0.1006	0.0286
31.6200	-0.1003	0.0296
31.6300	-0.1000	0.0306
31.6400	-0.0997	0.0316
31.6500	-0.0994	0.0326
31.6600	-0.0991	0.0336
31.6700	-0.0987	0.0346
31.6800	-0.0984	0.0356
31.6900	-0.0980	0.0365
31.7000	-0.0977	0.0375
31.7100	-0.0973	0.0385
31.7200	-0.0969	0.0394
31.7300	-0.0965	0.0404
31.7400	-0.0961	0.0413
31.7500	-0.0957	0.0423
31.7600	-0.0952	0.0432
31.7700	-0.0948	0.0441
31.7800	-0.0944	0.0451
31.7900	-0.0939	0.0460
31.8000	-0.0934	0.0469
31.8100	-0.0930	0.0478
31.8200	-0.0925	0.0487
31.8300	-0.0920	0.0497
31.8400	-0.0915	0.0506
31.8500	-0.0910	0.0514
31.8600	-0.0905	0.0523
31.8700	-0.0899	0.0532
31.8800	-0.0894	0.0541
31.8900	-0.0888	0.0550
31.9000	-0.0883	0.0558
31.9100	-0.0877	0.0567
31.9200	-0.0872	0.0575
31.9300	-0.0866	0.0584
31.9400	-0.0860	0.0592
31.9500	-0.0854	0.0600
31.9600	-0.0848	0.0609
31.9700	-0.0842	0.0617
31.9800	-0.0836	0.0625
31.9900	-0.0829	0.0633
32.0000	-0.0823	0.0641
32.0100	-0.0816	0.0649
32.0200	-0.0810	0.0657
32.0300	-0.0803	0.0664
32.0400	-0.0797	0.0672
32.0500	-0.0790	0.0680
32.0600	-0.0783	0.0687
32.0700	-0.0776	0.0694
32.0800	-0.0769	0.0702
32.0900	-0.0762	0.0709
32.1000	-0.0755	0.0716
32.1100	-0.0748	0.0723
32.1200	-0.0740	0.0731
32.1300	-0.0733	0.0737
32.1400	-0.0726	0.0744
32.1500	-0.0718	0.0751
32.1600	-0.0711	0.0758
32.1700	-0.0703	0.0765
32.1800	-0.0695	0.0771
32.1900	-0.0688	0.0778
32.2000	-0.0680	0.0784
32.2100	-0.0672	0.0790
32.2200	-0.0664	0.0796
32.2300	-0.0656	0.0803
32.2400	-0.0648	0.0809
32.2500	-0.0640	0.0815
32.2600	-0.0632	0.0820
32.2700	-0.0624	0.0826
32.2800	-0.0615	0.0832
32.2900	-0.0607	0.0837
32.3000	-0.0598	0.0843
32.3100	-0.0590	0.0848
32.3200	-0.0581	0.0854
32.3300	-0.0573	0.0859
32.3400	-0.0564	0.0864
32.3500	-0.0556	0.0869
32.3600	-0.0547	0.0874
32.3700	-0.0538	0.0879
32.3800	-0.0529	0.0884
32.3900	-0.0521	0.0888
32.4000	-0.0512	0.0893
32.4100	-0.0503	0.0897
32.4200	-0.0494	0.0902
32.4300	-0.0485	0.0906
32.4400	-0.0476	0.0910
32.4500	-0.0466	0.0914
32.4600	-0.0457	0.0918
32.4700	-0.0448	0.0922
32.4800	-0.0439	0.0926
32.4900	-0.0430	0.0930
32.5000	-0.0420	0.0933
32.5100	-0.0411	0.0937
32.5200	-0.0401	0.0940
32.5300	-0.0392	0.0943
32.5400	-0.0383	0.0947
32.5500	-0.0373	0.0950
32.5600	-0.0364	0.0953
32.5700	-0.0354	0.0956
32.5800	-0.0345	0.0958
32.5900	-0.0335	0.0961
32.6000	-0.0325	0.0964
32.6100	-0.0316	0.0966
32.6200	-0.0306	0.0969
32.6300	-0.0296	0.0971
32.6400	-0.0287	0.0973
32.6500	-0.0277	0.0975
32.6600	-0.0267	0.0977
32.6700	-0.0257	0.0979
32.6800	-0.0247	0.0981
32.6900	-0.0238	0.0983
32.7000	-0.0228	0.0984
32.7100	-0.0218	0.0986
32.7200	-0.0208	0.0987
32.7300	-0.0198	0.0988
32.7400	-0.0188	0.0990
32.7500	-0.0178	0.0991
32.7600	-0.0169	0.0992
32.7700	-0.0159	0.0993
32.7800	-0.0149	0.0993
32.7900	-0.0139	0.0994
32.8000	-0.0129	0.0995
32.8100	-0.0119	0.0995
32.8200	-0.0109	0.0996
32.8300	-0.0099	0.0996
32.8400	-0.0089	0.0996
32.8500	-0.0079	0.0996
32.8600	-0.0069	0.0996
32.8700	-0.0059	0.0996
32.8800	-0.0049	0.0996
32.8900	-0.0039	0.0996
32.9000	-0.0029	0.0995
32.9100	-0.0019	0.0995
32.9200	-0.0009	0.0994
32.9300	0.0001	0.0993
32.9400	0.0011	0.0993
32.9500	0.0020	0.0992
32.9600	0.0030	0.0991
32.9700	0.0040	0.0990
32.9800	0.0050	0.0988
32.9900	0.0060	0.0987
33.0000	0.0070	0.0986
33.0100	0.0080	0.0984
33.0200	0.0090	0.0983
33.0300	0.0099	0.0981
33.0400	0.0109	0.0979
33.0500	0.0119	0.0977
33.0600	0.0129	0.0975
33.0700	0.0139	0.0973
33.0800	0.0148	0.0971
33.0900	0.0158	0.0969
33.1000	0.0168	0.0967
33.1100	0.0177	0.0964
33.1200	0.0187	0.0962
33.1300	0.0197	0.0959
33.1400	0.0206	0.0956
33.1500	0.0216	0.0954
33.1600	0.0225	0.0951
33.1700	0.0235	0.0948
33.1800	0.0244	0.0945
33.1900	0.0254	0.0942
33.2000	0.0263	0.0938
33.2100	0.0272	0.0935
33.2200	0.0282	0.0932
33.2300	0.0291	0.0928
33.2400	0.0300	0.0924
33.2500	0.0309	0.0921
33.2600	0.0319	0.0917
33.2700	0.0328	0.0913
33.2800	0.0337	0.0909
33.2900	0.0346	0.0905
33.3000	0.0355	0.0901
33.3100	0.0364	0.0897
33.3200	0.0373	0.0893
33.3300	0.0382	0.0888
33.3400	0.0391	0.0884
33.3500	0.0400	0.0879
33.3600	0.0408	0.0875
33.3700	0.0417	0.0870
33.3800	0.0426	0.0865
33.3900	0.0434	0.0860
33.4000	0.0443	0.0855
33.4100	0.0451	0.0850
33.4200	0.0460	0.0845
33.4300	0.0468	0.0840
33.4400	0.0477	0.0835
33.4500	0.0485	0.0829
33.4600	0.0493	0.0824
33.4700	0.0502	0.0819
33.4800	0.0510	0.0813
33.4900	0.0518	0.0807
33.5000	0.0526	0.0802
33.5100	0.0534	0.0796
33.5200	0.0542	0.0790
33.5300	0.0550	0.0784
33.5400	0.0557	0.0778
33.5500	0.0565	0.0772
33.5600	0.0573	0.0766
33.5700	0.0580	0.0760
33.5800	0.0588	0.0753
33.5900	0.0596	0.0747
33.6000	0.0603	0.0741
33.6100	0.0610	0.0734
33.6200	0.0618	0.0728
33.6300	0.0625	0.0721
33.6400	0.0632	0.0714
33.6500	0.0639	0.0708
33.6600	0.0646	0.0701
33.6700	0.0653	0.0694
33.6800	0.0660	0.0687
33.6900	0.0667	0.0680
33.7000	0.0674	0.0673
33.7100	0.0680	0.0666
33.7200	0.0687	0.0659
33.7300	0.0694	0.0652
33.7400	0.0700	0.0644
33.7500	0.0706	0.0637
33.7600	0.0713	0.0630
33.7700	0.0719	0.0622
33.7800	0.0725	0.0615
33.7900	0.0731	0.0607
33.8000	0.0737	0.0599
33.8100	0.0743	0.0592
33.8200	0.0749	0.0584
33.8300	0.0755	0.0576
33.8400	0.0761	0.0568
33.8500	0.0766	0.0561
33.8600	0.0772	0.0553
33.8700	0.0777	0.0545
33.8800	0.0783	0.0537
33.8900	0.0788	0.0529
33.9000	0.0793	0.0520
33.9100	0.0799	0.0512
33.9200	0.0804	0.0504
33.9300	0.0809	0.0496
33.9400	0.0814	0.0488
33.9500	0.0818	0.0479
33.9600	0.0823	0.0471
33.9700	0.0828	0.0462
33.9800	0.0832	0.0454
33.9900	0.0837	0.0445
34.0000	0.0841	0.0437
34.0100	0.0846	0.0428
34.0200	0.0850	0.0420
34.0300	0.0854	0.0411
34.0400	0.0858	0.0402
34.0500	0.0862	0.0394
34.0600	0.0866	0.0385
34.0700	0.0870	0.0376
34.0800	0.0874	0.0367
34.0900	0.0877	0.0358
34.1000	0.0881	0.0350
34.1100	0.0884	0.0341
34.1200	0.0888	0.0332
34.1300	0.0891	0.0323
34.1400	0.0894	0.0314
34.1500	0.0897	0.0305
34.1600	0.0900	0.0296
34.1700	0.0903	0.0287
34.1800	0.0906	0.0277
34.1900	0.0909	0.0268
34.2000	0.0911	0.0259
34.2100	0.0914	0.0250
34.2200	0.0916	0.0241
34.2300	0.0919	0.0232
34.2400	0.0921	0.0222
34.2500	0.0923	0.0213
34.2600	0.0925	0.0204
